Investor ID,Name,Country of registration/origin,Classification,Investor homepage,Opencorporates link,Comment,Action comment
974,Somdiaa,France,Private company,,,Owned by the Vilgrain Group and the Castle Group (both from France). ,
979,Unnamed investor 153,India,,,,Linked to Varun,
984,Commonwealth Development Corporation (CDC),United Kingdom of Great Britain and Northern Ireland,Semi state-owned company,,,,
988,MagIndustries,Canada,Private company,,,MagIndustries is 86% owned by Evergreen Resources Holding from China.,
989,ZTE Corporation,China,Private company,,,Zhongxing Telecom Equipment (ZTE),
990,Aurantia,Spain,Private company,,,,
991,Fri-El Green Power,Italy,Private company,,,Through Subsidiary: Fri- El Ethiopia Farming and Processing,
993,Jenaan Investment,United Arab Emirates,Private company,,,Established in 2005 in strategic partnership with the Abu Dhabi Government through the Abu Dhabi Food Control Authority (ADFCA),
994,Janan,United Arab Emirates,,,,,
995,Kobebussan,Japan,Private company,,,,
996,KADCO,Saudi Arabia,Private company,,,"Owned by Prince Al-Walid bin Talal
",
999,Nevsun resources ltd,Canada,,,,,
1008,Unnamed investor 163,Ethiopia,,,,,
1009,National Bank of Egypt (NBE),"Egypt, Arab Rep.",State-/government (owned) company,,,,
1010,I.D.C Investment,Denmark,Private company,,,Status of the company unknown. According to the Danish company register I.D.C. has been dissolved.,
1011,Unnamed investor 164,Ethiopia,,,,,
1015,Sun Biofuels,United Kingdom of Great Britain and Northern Ireland,Private company,,,Sun Biofuels is in Liquidation according to UK registry; as are its subsidaries,
1017,National Biodiesel Corporation,Ethiopia,Private company,,,,
1022,Punjab farmer association,India,Private company,,,,
1025,Vatic International Business PLC,India,Private company,,,,
1026,n/a,Ethiopia,,,,,
1028,Varun Industries Ltd,India,Stock-exchange listed company,,,,
1030,Shapoorji Pallonji & Co. Ltd,India,Private company,,,,
1032,Sheik Al-Amoudi,Saudi Arabia,Private company,,,Sheik Al- Amoundi is an investor in the MIDROC company. ,
1033,MIDROC Group,Saudi Arabia,Private company,,,Majority-owned by MIDROC conglomerate (Mohamed Al Amoudi from Saudi Arabia). Jemal Ahmed (General Manager of Horizon) is minority shareholder.,
1039,Saudi Star Agricultural Development Plc,Saudi Arabia,Private company,,,Saudi Star is owned by Mohammed Hussein al-Amoudi,
1040,Ardent Energy Group,United States of America,Private company,,,"According to California Company registry, Ardent was forfeited in 2011",
1041,Africa Ethiopia Biomass Energy PLC,China,,,,,
1042,Unnamed investor 170,Germany,,,,,
1047,Eco energy,Ethiopia,,,,,
1058,Hovev Agriculture,Israel,,,,No hits in Israeli company register,
1060,Yehuda Hayun,Israel,,,,,
1063,Bio Massive,Sweden,Private company,,,Private company,
1064,Joshua Flowers,United States of America,,,,,
1065,Adventure Ethiopia,China,,,,,
1066,Unnamed investor 176,South Africa,,,,,
1067,Unnamed investor 177,Ethiopia,,,,,
1068,Ertale Bio Diesel PLC,United Kingdom of Great Britain and Northern Ireland,,,,,
1069,Unnamed investor 178,Ethiopia,,,,,
1073,Unnamed investor 180,Benin,,,,,
1074,Unnamed investor 181,Switzerland,,,,,
1077,African Climate Exchange PLC,United States of America,,,,,
1078,Unnamed investor 183,Ethiopia,,,,,
1079,J.M.B.O Biofuel Production,United States of America,,,,,
1083,Morrell Agro Industries PLC,United States of America,Private company,,,Led by Paul Morrell,
1085,A.B.S.A Biofuels PLC,South Africa,,,,,
1086,Unnamed investor 187,China,,,,,
1087,Unnamed investor 188,Ethiopia,,,,,
1093,F.E.P.E Amero Bio-Oil,Cyprus,,,,JV between Cyprus and Israeli investors,
1103,Prime Minister,Djibouti,State-/government (owned) company,,,,
1104,Chadha Agro Plc,India,Private company,,,,
1106,Elva NederlandLtd,Netherlands,Private company,,,,
1111,Galten Global Alternative Energy,Israel,Private company,,,"The two business entrepreneurs, Doron Levi and Dr. Shlomi Jonas, have experience in launching, cultivating, managing and realizing a wide variety of innovative business initiatives; also skills in marketing and sales.",
1114,Government of Ghana,Ghana,State-/government (owned) company,,,,
1115,Moncada Energy Group SRL,Italy,,,,"Moncada Energy Group S.r.l., was established in Agrigento.
Moncada was founded in 1991 and was initially involved in the construction industry. Then, in 2001, after the “Bersani Decree” liberalised the Italian electricity market, it turned to the energy sector with a special interest in renewable sources.",
1117,Sekab,Sweden,,,,,
1118,J. García-Carrión,Spain,Private company,,,,
1119,Blue Skies agro-processing lrd,United Kingdom of Great Britain and Northern Ireland,,,,Privately funded by a British National,
1120,Kimminic Corp.,Canada,Private company,,,"KIMMINIC Corporation operates as the parent of three registered Ghanaian subsidiaries:
-Kimminic Estates Limited (KEL), the operator of the plantations, has joint-venture agreements with Traditional Councils for the plantation and cultivation of Jatropha seeds.
-Kimminic Oil Limited (KOL)
-Kimminic Logistics Limited (KLL)
KIMMINIC Corporation owns 100 percent of all its subsidiaries.",
1121,China National Agricultural Development Group Corporation,China,State-/government (owned) company,,,Through Société sino-togolaise ( SINTO),
1123,Bionic Group,United States of America,Private company,,,,
1124,Jatropha Africa,United Kingdom of Great Britain and Northern Ireland,Private company,,,Clive Cooker is shareholder,
1125,Ohene Akoto,Ghana,Individual entrepreneur,,,,
1126,Gold Star Farms,United States of America,Investment fund,,,"Gold Star Farms was a joint venture between two US citizens, Jack Holden and Lloyd Benton Sharp. Holden ran Gold Star Farms with his Ghanaian wife, Diana Holden and daughter, Erica Holden as executives. ",
1129,Prairie Texas,United States of America,Private company,,,,
1131,Ghana Commercial Bank,Ghana,Private company,,,,
1132,Global Green,Netherlands,Private company,,,,
1138,Farm Lands of Guinea Limited,United Kingdom of Great Britain and Northern Ireland,Stock-exchange listed company,,,Based in Gibraltar and registered in the British Virgin Islands.,
1139,Agriterra Ltd,United Kingdom of Great Britain and Northern Ireland,Private company,,,,
1140,HG Consulting,Belgium,Private company,,,"Financing of Ngima-project using sugarcane from outgrowers representing 42000 ha.
",
1141,Bedford Biofuels,Canada,Private company,,,David McClure is the President and CEO of Bedford Biofuels. Company declared bankruptcy in 2013. ,
1142,G4 Industries,United Kingdom of Great Britain and Northern Ireland,Private company,,,Established in 2008,reviewed
1145,Biwako Bio-Laboratory,Japan,Private company,,,,
1147,Qatari Government,Qatar,State-/government (owned) company,,,,
1148,The Dominion Group,United States of America,Private company,,,Owned by American Calvin Burgess,
1149,Energem Resources Inc,Canada,Private company,,,company bankrupt,
1150,Bioenergy International,Switzerland,,,,,
1151,Green Power Holding AG,Switzerland,Private company,,," in January 2014, Green Power Holding AG went into liquidation ",
1154,Government of Kenya,Kenya,State-/government (owned) company,,,,
1161,Equatorial Palm Oil plc,United Kingdom of Great Britain and Northern Ireland,Stock-exchange listed company,,,"Equatorial Palm Oil as originally known as Nardina Resources PLC , the name changed to Equatorial Biofuels PLC and then to EPO. Stock-exchange listed company
KL-Kepong International Limited (KLK) owns 62.9% of the shares of Equatorial Palm Oil PLC,",
1162,Unnamed investor 201,Turkey,,,,,
1164,The Gulf Merchant Bank,United Arab Emirates,State-/government (owned) company,,,,
1166,TEA (Tiris Euro Arab),Saudi Arabia,Investment fund,,,Based in Abu Dhabi,
1171,DRT,France,Private company,,,,
1174,ER Company,,,,,Country data unknown.,
1175,ERS,Mauritius,,,,,
1176,Fuel Stock,United Kingdom of Great Britain and Northern Ireland,,,,British company with headquarters in Mauritius,
1178,Global Agro-Fuel,Lebanon,,,,,
1180,J and J,South Africa,,,,,
1181,J-Oil,France,,,,,
1182,Jatro Solutions,Germany,Private company,,,Energy company EnBW is a major shareholder in the company.,
1183,GreenIsland Madagascar,Madagascar,Private company,,,,
1187,Landmark,India,,,,,
1188,Les cultures du Cap East,Madagascar,,,,,
1189,Unnamed investor 207,India,,,,Indian investor is providing the financing for the project.,
1195,Monteverde,Mauritius,,,,,
1197,NOTS Renewable Energy BV,Netherlands,Private company,,,,
1199,Osho Group,South Africa,,,,,
1202,Sithe Global,United States of America,Private company,,,Sithe Global is majority-owned by the Blackstone Group.,
1203,Soabe,France,,,,,
1204,Société de Production d’Ethanol de Madagascar  (SOPREMAD),Madagascar,Private company,,,,
1205,Southern Hemisphere,Belgium,Private company,,,,
1206,Unnamed investor 208,Madagascar,,,,,
1210,Tozzi Renewable Energy,Italy,Private company,,,Part of Tozzi Holding,
1212,Unitech,United States of America,,,,,
1213,Vaudo,France,,,,,
1214,Weichu Madagascar Agricultural Development Company,China,,,,,
1215,Magnard,France,,,,,
1217,SeedRock Corporation,Canada,Private company,,,"Through its subsidiary SeedRock Africa Agriculture, registered in the British Virgin Islands",
1220,China Light Industrial Corporation for Foreign Economic and Technical Cooperation,China,State-/government (owned) company,,,,
1221,Assil Meroueh,Côte d'Ivoire,,,,,
1222,Soudan Fayez,Côte d'Ivoire,,,,,
1225,Illovo Sugar Ltd,South Africa,Stock-exchange listed company,,,Since 2006 Illovo Sugar is majority owned by British Foods Plc (51%),
1227,CEN_SAD (Community of Sahel-Saheriens),Libya,State-/government (owned) company,,,,
1229,Foras International Investment Company,Saudi Arabia,Investment fund,,,"Foras acts as the investment arm of the Organization of the Islamic Conference. Its main shareholders and founders are the Islamic Development Bank and several conglomerates from the Gulf region, including Sheikh Saleh Kamel and his Dallah Al Barakah Group, the Saudi Bin Laden Group, the National Investment Company of Kuwait and Nasser Kharafi, the world's 48th-richest person and owner of the Americana Group.",
1232,PetrOtech-ffn,United States of America,Investment fund,,,"Company runs an R&D facility in Egypt focussed on use of algea
",
1234,Millenium Challenge Corporation,United States of America,,,,Also referred to as Millenium Challenge Account,
1235,Southern Global Inc.,United States of America,Private company,,,,
1238,Agro Energy Développement,France,,,,51% owned by France's LMBO Finances,
1239,Groupe Tomota,Mali,Private company,,,,
1244,Unnamed investor 216,Senegal,,,,,
1245,Government of Mali,Mali,State-/government (owned) company,,,,
1247,Union économique et monétaire ouest-africaine (UEMOA),,State-/government (owned) company,,,The Economic and Monetary Union of West Africa (UEMOA) is an organization of West Africa whose mission is the realization of economic integration of the Member States.,
1249,Dutch Developer,Netherlands,Private company,,,,
1251,Co-Enterprise,,,,,West African Countries,
1253,Government Republic of China,China,State-/government (owned) company,,,Renamed SI from state to Government Republic of China on 15/03/2018,
1260,CAMEX,Brazil,,,,Also known as the  Brazilian Foreign Trade Board. Another source states company may be from the UK.,
1264,Viridesco,United Kingdom of Great Britain and Northern Ireland,Private company,,,,
1265,C3 Biodiesel,United States of America,,,,,
1267,Emvest,South Africa,Investment fund,,,"Emvest Asset Management is a joint venture between Emergent Asset Management and Grainvest, a subsidiary of the RussellStone Group (South Africa)",
1268,Elaion AG,Germany,Private company,,,,
1273,Rift Valley Corporation,Zimbabwe,Private company,,,"Subsidiary of Saxion Estates. Rift Valley Holdings whose main shareholder is Heinrich von Pezold, a German national.",
1275,Geralco,South Africa,,,,,
1284,AVIA Spa (Aviam),Italy,Private company,,,,
1285,Gruppo Api,Italy,Private company,,,Through subsidiary Api Nova Energia,
1286,Gruppo Industriale Maccaferri,Italy,Private company,,,Through subsidiary SECI Energia,
1290,Galp Energia,Portugal,Private company,,,,
1291,SGC Energia,Portugal,Private company,,,,
1293,Green Resources AS,Norway,Private company,,,"Green Resources started under the name Fjordgløtt in 1995, and was later renamed Tree Farms, before adopting its current name in 2007. Green Resources’ major shareholders include investment firms such as Phaunos Timber Fund (27%) (the company has since divested its shares), New Africa (19%), Steinerud (8%), Macama (7%), SBL Direct Investments Ltd (6%), Verbena Investment Ltd (5%), and TRG (5%). Other financiers include the World Bank’s International Finance Corporation, the Norwegian Investment Fund for Developing Countries (Norfund), which has provided $7million in loans to Green Resources, as well as an additional $25million in collaboration with the Finnish Development Finance Institution (Finnfund). Green Resources is reportedly the largest plantation forestry, carbon offset, forest products, and renewable energy company (outside South Africa) operating on the African continent.",
1294,Grupo Portucel Soporcel,Portugal,Stock-exchange listed company,,,Grupo Portucel Soporcel is majority owned by Semapa,
1295,Dutch Jatropha Consortium,Netherlands,Private company,,,,
1297,Nutre SA,Portugal,Private company,,,Now called Nutre Group,
1304,Sabie Game Park,Mozambique,,,,,
1305,Komatiland Forests,South Africa,Private company,,,,
1307,SAPPI,South Africa,Stock-exchange listed company,,,,
1308,"SAP-Sociedade Agropecuaria, SARL",,,,,,
1309,Manuel B. Medeiros,,,,,,
1311,NTC,Japan,Private company,,,Might be a Japanese consultancy firm,
1312,"Gestor, Lda",,,,,,
1313,Isabel M. F. Lopes e A. Lopes (Herdeiros),,,,,,
1314,Zefanias E. Oguane,,,,,,
1315,Agostinho F. Lissane,,,,,,
1316,"Soc. A.D. Serviços, Lda",,,,,,
