Investor ID Downstream,Investor Name Downstream,Investor ID Upstream,Investor Name Upstream,Relation type,Investment type,Ownership share,Loan amount,Loan currency,Loan date,Comment
39500,Cooperativa Palmas de Risaralda,4741,Chemonics international Inc - USAID,Parent company,,,,,,
39502,Karma mine,3881,Government of Burkina Faso,Parent company,,,,,,
39502,Karma mine,4733,Endeavour Mining,Parent company,,,,,,
39504,Houndé project,3881,Government of Burkina Faso,Parent company,,,,,,
39504,Houndé project,4733,Endeavour Mining,Parent company,,,,,,
39505,Unknown (investors from various countries),4745,Investors from various countries,Parent company,,,,,,
39508,Mana property,4748,SEMAFO,Parent company,,,,,,
39510,Inata mine,3881,Government of Burkina Faso,Parent company,,,,,,
39510,Inata mine,4750,Avocet Mining PLC,Parent company,,,,,,
39511,Seguénéga Mining,3881,Government of Burkina Faso,Parent company,,,,,,
39511,Seguénéga Mining,4751,Amara Mining,Parent company,,,,,,
39511,Seguénéga Mining,4752,IMAR-B,Parent company,,,,,,
39512,Burkina Manganese S.A,4753,ACM Corporation,Parent company,,,,,,
39513,Siankopo,4754,Libra Pty Ltd,Parent company,,,,,,
39513,Siankopo,4755,Daled Mining Ltd,Parent company,,,,,,
39514,Ibula,4754,Libra Pty Ltd,Parent company,,,,,,
39514,Ibula,4755,Daled Mining Ltd,Parent company,,,,,,
39515,Blackthorn Resources (Zambia) Limited,4756,Intrepid Mines,Parent company,,,,,,
39518,Geovic Cameroon PLC,4759,Geovic Mining Corp,Parent company,,,,,,
39518,Geovic Cameroon PLC,4760,National Investment Corporation of Cameroon,Parent company,,,,,,
39519,CAM IRON SA,4761,Sundance Resources Limited,Parent company,,,,,,
39519,CAM IRON SA,4762,Hold Co SA,Parent company,,,,,,
39520,Folio Holdings Limited,4763,Choice International Group,Parent company,,,,,,
39520,Folio Holdings Limited,4764,Triton Aqua Africa Ltd.,Parent company,,,,,,
39520,Folio Holdings Limited,4765,Alluvial Farm Nigeria Ltd.,Parent company,,,,,,
39521,Unknown (Good Farm),4766,Good Farm,Parent company,,,,,,
39509,Nantou Mining Burkina Faso SA,3881,Government of Burkina Faso,Parent company,,,,,,
39509,Nantou Mining Burkina Faso SA,4749,Trevali Mining Corporation,Parent company,,,,,,
39523,Roxgold Sanu SA,3881,Government of Burkina Faso,Parent company,,,,,,
39523,Roxgold Sanu SA,4767,Roxgold,Parent company,,,,,,
39524,ASOGPADOS,917,Oleoflores,Parent company,,,,,,
39524,ASOGPADOS,3131,Unilever PLC,Parent company,,,,,,
39524,ASOGPADOS,4768,Fedepalma,Parent company,,,,,,
39524,ASOGPADOS,4770,Embassy,Parent company,,,,,,
39525,Floresta Viva,4771,Moringa SCA SICAR,Parent company,,,,,,
39526,TexBel Agricultural Investments Ltd.,4771,Moringa SCA SICAR,Parent company,,,,,,
39526,TexBel Agricultural Investments Ltd.,4772,TexBel Agricultural Investments Ltd.,Parent company,,,,,,
39527,EPACEM SA.,4773,Grupo EPACEM,Parent company,,,,,,
39528,Palmar del Rio,4773,Grupo EPACEM,Parent company,,,,,,
35421,Bioagroindustrial de Colombia Ltda,2890,Carlos Murgas Guerrero,Parent company,,,,,,
35421,Bioagroindustrial de Colombia Ltda,4775,Dalessa International Inc.,Parent company,,,,,,
35421,Bioagroindustrial de Colombia Ltda,4776,Directstar International Inc.,Parent company,,,,,,
39531,Agro-KA LLC,3865,Astarta Holding NV,Parent company,,,,,,
39532,Agro Region LLC,3865,Astarta Holding NV,Parent company,,,,,,
39534,Agro Mayak LLC,3865,Astarta Holding NV,Parent company,,,,,,
39535,"Agricultural company ""Lan"" LLC",3865,Astarta Holding NV,Parent company,,,,,,
39537,Nyva Ukraine LLC,4779,MHP S.E.,Parent company,,,,,,
38981,Marula Game Ranch Pty Limited,4116,Popa Group,Parent company,,,,,,
38981,Marula Game Ranch Pty Limited,4781,Comsar Energy Group,Parent company,,,,,,
39541,Losinovka - Agro Ltd,4782,Industrial Milk Company (IMC) S.A.,Parent company,,,,,,
39543,Bohdanivs`ke Werfeel Ltd.,908,Kernel Holding S.A.,Parent company,,,,,,
39544,Kyivs`ka Rus Werfeel Ltd.,908,Kernel Holding S.A.,Parent company,,,,,,
39545,Kolos Werfeel Ltd.,908,Kernel Holding S.A.,Parent company,,,,,,
39546,Lan Werfeel Ltd.,908,Kernel Holding S.A.,Parent company,,,,,,
39547,Yushkivtsi-Agro LLC,908,Kernel Holding S.A.,Parent company,,,,,,
39548,Dolynka-Agro LLC,908,Kernel Holding S.A.,Parent company,,,,,,
39549,Korytnya-Agro LLC,908,Kernel Holding S.A.,Parent company,,,,,,
39550,Lukashivka&Co LLC,908,Kernel Holding S.A.,Parent company,,,,,,
39557,Ingenio y Refinería San Martin del Tabacal SRL.,4788,Seaboard Corporation,Parent company,,,,,,
39570,Clarsan SACIFyA / Bepesa SA.,4783,Bepesa SA.,Parent company,,,,,,
39570,Clarsan SACIFyA / Bepesa SA.,4802,Clarsan SACIFyA,Parent company,,,,,,
39582,Puramel SA.,4814,Puramel SA,Parent company,,,,,,
39584,Walter Mario Conta SRL.,4816,Walter Mario Conta SRL,Parent company,,,,,,
39589,Riozenta SRL.,4788,Seaboard Corporation,Parent company,,,,,,
39554,"Cignetti Pedro Luis/ Cignetti, Jorge Ricardo",4821,Cignetti Pedro Luis,Parent company,,,,,,
39554,"Cignetti Pedro Luis/ Cignetti, Jorge Ricardo",4822,Cignetti Jorge Ricardo,Parent company,,,,,,
39566,"Martino, Gerardo/ Cicutti, Favio/ Theiler, Jorge/ Theiler, Shirley",4797,"Martino, Gerardo/ Cicutti, Favio/ Theiler, Jorge/ Theiler, Shirley",Parent company,,,,,,
39566,"Martino, Gerardo/ Cicutti, Favio/ Theiler, Jorge/ Theiler, Shirley",4823,Martino Gerardo,Parent company,,,,,,
39566,"Martino, Gerardo/ Cicutti, Favio/ Theiler, Jorge/ Theiler, Shirley",4824,Cicutti Favio,Parent company,,,,,,
39566,"Martino, Gerardo/ Cicutti, Favio/ Theiler, Jorge/ Theiler, Shirley",4825,Theiler Jorge,Parent company,,,,,,
39566,"Martino, Gerardo/ Cicutti, Favio/ Theiler, Jorge/ Theiler, Shirley",4826,Theiler Shirley,Parent company,,,,,,
39571,"Sona, Guillermo Aldo/ Sona, Adriana",4831,Sona Guillermo Aldo,Parent company,,,,,,
39571,"Sona, Guillermo Aldo/ Sona, Adriana",4832,Sona Adriana,Parent company,,,,,,
39573,"Torello, Jose Maria/ Gaviña Naon, Matias/ Montovio Pedro",4833,Torello Jose Maria,Parent company,,,,,,
39573,"Torello, Jose Maria/ Gaviña Naon, Matias/ Montovio Pedro",4834,"Gaviña Naon, Matias",Parent company,,,,,,
39573,"Torello, Jose Maria/ Gaviña Naon, Matias/ Montovio Pedro",4835,Montovio Pedro,Parent company,,,,,,
39574,"Agsof SA/ Gomez, Maria de los Angeles",4836,Agsof SA,Parent company,,,,,,
39574,"Agsof SA/ Gomez, Maria de los Angeles",4837,Gomez Maria de los Angeles,Parent company,,,,,,
39578,"Dumit, Nestor/ Dumit, Jose",4838,"Dumi, Nestor",Parent company,,,,,,
39578,"Dumit, Nestor/ Dumit, Jose",4839,Dumit Jose,Parent company,,,,,,
39596,Granjas Marinas San Bernardo SA de CV.,4844,Grupo Granjas Marinas SA.,Parent company,,,,,,
39602,Agro-Industrial del Rio SA.,4850,Camarones del Pacifico SA.,Parent company,,,,,,
39603,Distribuidora de Granos de Nicaragua SA.,4852,Mercon Coffee Group,Parent company,,,,,,
39604,BanaPiña de Nicaragua SA.,4189,Fresh Del Monte Produce,Parent company,,,,,,
39590,Yunnan Green Treasure Industrial  Development Company Ltd,4854,"Yunnan Hongyu Group Co., Ltd.",Parent company,,,,,,
39607,Dongfeng Tianyu Co. Ltd,2163,Yunnan State Farms Group,Parent company,,,,,,
39608,Kunming Gaoshen Rupper Planting Co. Ltd,4855,Gaoshen Group,Parent company,,,,,,
39306,EIP Eco Industrial Park Development Company,4276,Vietnam Investment Development Group (VID),Parent company,,,,,,
39615,Named after Michurin LLC,908,Kernel Holding S.A.,Parent company,,,,,,
39616,Michurina Agro LLC,908,Kernel Holding S.A.,Parent company,,,,,,
39617,Agroenterprize Rost LLC,908,Kernel Holding S.A.,Parent company,,,,,,
39618,Vidrodjennya-123 LLC,908,Kernel Holding S.A.,Parent company,,,,,,
39620,Agro Gamma LLC,908,Kernel Holding S.A.,Parent company,,,,,,
39621,Agrofirma Visla LLC,908,Kernel Holding S.A.,Parent company,,,,,,
39623,Myr-1 LLC,908,Kernel Holding S.A.,Parent company,,,,,,
39627,PE Older,908,Kernel Holding S.A.,Parent company,,,,,,
39639,Zolota Nyva LLC,908,Kernel Holding S.A.,Parent company,,,,,,
39648,"Unknown (EGAT International Co., Ltd.)",2098,Sinohydro Corporation of the Peoples Republic of China,Parent company,,,,,,
39648,"Unknown (EGAT International Co., Ltd.)",4863,EGAT International,Parent company,,,,,,
39648,"Unknown (EGAT International Co., Ltd.)",4864,Chin Three Gorges Corporation,Parent company,,,,,,
39648,"Unknown (EGAT International Co., Ltd.)",4865,Department of Hydropower Planning (DHPP),Parent company,,,,,,
39648,"Unknown (EGAT International Co., Ltd.)",4866,International Group of Entrepreneurs Co. (IGOEC),Parent company,,,,,,
39648,"Unknown (EGAT International Co., Ltd.)",4867,China Southern Power Grid,Parent company,,,,,,
39649,"Myanmar Royal Prestige Plantation Co., Ltd",4868,"Royal Golden Pearl Co., Ltd",Parent company,,,,,,
34891,Unknown (Vietnam Rubber Group),117,Vietnam Rubber Group,Parent company,,,,,,
39654,Unknown (Yunnan Jin Chen Investment Company),4870,Yunnan Jin Chen Investment Company,Parent company,,,,,,
39656,"Longwin Global Petrochemical Co., Ltd",4871,"Guangdong Zhenrong Energy Co., Ltd",Parent company,,,,,,
39656,"Longwin Global Petrochemical Co., Ltd",4872,Htoo Group,Parent company,,,,,,
39656,"Longwin Global Petrochemical Co., Ltd",4873,Union of Myanmar Economic Holdings Ltd,Parent company,,,,,,
39656,"Longwin Global Petrochemical Co., Ltd",4874,Myanma Petrochemical Enterprise,Parent company,,,,,,
37534,Unknown (Yunnan United Development Corporation),4875,China Power Investment Corporation,Parent company,,,,,,
37534,Unknown (Yunnan United Development Corporation),4876,Yunnan United Power Development Corporation,Parent company,,,,,,
39659,Unknown (GMS Power Public Company Ltd),4879,Greater Mekong Sub-Region (GMS) Power Public Company Ltd,Parent company,,,,,,
39629,Agrofirma Ukraine Agricultural LLC,908,Kernel Holding S.A.,Parent company,,,,,,
39171,Hoa Phat Dung Quat Steel JSC,4288,Hoa Phat Group,Parent company,,,,,,
36076,Sunbird Bioenergy (SL) Limited,4298,Sunbird Bioenergy Africa Limited,Parent company,,,,,,
36076,Sunbird Bioenergy (SL) Limited,4522,Addax and Oryx Group Limited,Parent company,,,,,,
39662,Unknown (Sunbird Bioenergy Africa Zambia),4298,Sunbird Bioenergy Africa Limited,Parent company,,,,,,
39663,Sunbird Zimbabwe (Pvt) Ltd,4298,Sunbird Bioenergy Africa Limited,Parent company,,,,,,
39663,Sunbird Zimbabwe (Pvt) Ltd,4882,Government of Zimbabwe,Parent company,,,,,,
39664,Myanmar Wanbao Copper Mining Ltd,4873,Union of Myanmar Economic Holdings Ltd,Parent company,,,,,,
39664,Myanmar Wanbao Copper Mining Ltd,4883,Wanbao Mining Ltd,Parent company,,,,,,
39664,Myanmar Wanbao Copper Mining Ltd,4884,"Ministry of Natural Resources And Environmental Conservation, No.(1) Mining Enterprise",Parent company,,,,,,
39666,"Unknown (China's DRex Food Group Co., Ltd)",4886,"China's DRex Food Group Co., Ltd",Parent company,,,,,,
39667,Mayflower Mining Company,4887,East Star Company,Parent company,,,,,,
39667,Mayflower Mining Company,4888,Thai Asset Mining Company,Parent company,,,,,,
39667,Mayflower Mining Company,4889,Energy Earth PCL,Parent company,,,,,,
35786,Unknown (Biwako Bio-Laboratory + Hydronet Energy Company),1145,Biwako Bio-Laboratory,Parent company,,,,,,
35786,Unknown (Biwako Bio-Laboratory + Hydronet Energy Company),2062,Hydronet Energy Company,Parent company,,,,,,
36555,Tana Delta Sugar Company Limited,2005,TARDA,Parent company,,,,,,
36555,Tana Delta Sugar Company Limited,2013,Mat International,Parent company,,,,,,
39658,Unknown (China Power Investment Corporation),4875,China Power Investment Corporation,Parent company,,,,,,
39658,Unknown (China Power Investment Corporation),4892,Karen National Union (KNU),Parent company,,,,,,
39669,TH-Rus Milk Food LLC,4893,The TH True Milk Group,Parent company,,,,,,
39670,CNMC TISCO Nickel Company,4178,"China Nonferrous Metal Mining (Group) Co., Ltd",Parent company,,,,,,
39670,CNMC TISCO Nickel Company,4894,Taiyuan Iron & Steel Group Company (TISCO),Parent company,,,,,,
38108,Turkwel sugar project,3001,Kerio Valley Development Authority (KVDA),Parent company,,,,,,
38108,Turkwel sugar project,4895,Government of India,Parent company,,,,,,
39672,Unknown (The TH True Milk Group),4893,The TH True Milk Group,Parent company,,,,,,
39673,Silverlands Zambia Limited (SZL),3124,Silverstreet Capital,Parent company,,,,,,
39674,Rowe Farming Limited,4897,Matthew John Rowe,Parent company,,,,,,
39674,Rowe Farming Limited,4898,Kyrie Pauline Visser Rowe,Parent company,,,,,,
39674,Rowe Farming Limited,4899,Felicity Rose Ferriman,Parent company,,,,,,
39675,Nyamanza Farming Limited,4900,John Lewis Sawyer,Parent company,,,,,,
39675,Nyamanza Farming Limited,4901,Jason Lewis Sawyer,Parent company,,,,,,
39675,Nyamanza Farming Limited,4902,Leonard David Van Brenda,Parent company,,,,,,
39676,Billis Farm Limited,4903,Abraheam Lodewikus Viljoen,Parent company,,,,,,
39676,Billis Farm Limited,4904,Paulo Stavrou Billi,Parent company,,,,,,
39676,Billis Farm Limited,4905,Idaro Ventures Limited,Parent company,,,,,,
39676,Billis Farm Limited,4906,Alexandre Stavrou Billi,Parent company,,,,,,
39677,Kasary Kuti Ranch,4907,Philip Jan Jackman,Parent company,,,,,,
39678,Fairfield Farm,4908,Jeremy Badcock,Parent company,,,,,,
39678,Fairfield Farm,4909,Greg Badcock,Parent company,,,,,,
39679,Unknown 2 (The TH True Milk Group),4893,The TH True Milk Group,Parent company,,,,,,
39680,Silverlands Ndolela Limited,3124,Silverstreet Capital,Parent company,,,,,,
39681,Silverlands Agriculture Services Limited,3124,Silverstreet Capital,Parent company,,,,,,
39682,Quinta Da Bela Vista,2923,Crookes Brothers Ltd,Parent company,,,,,,
39682,Quinta Da Bela Vista,3124,Silverstreet Capital,Parent company,,,,,,
39683,Silverlands Vineyards (Proprietary) Limited (SVL),3124,Silverstreet Capital,Parent company,,,,,,
39684,Orient's Sugar and Industry SA (OSI SA) Cameroon,4911,Orient's Sugar and Industry SA (OSI SA),Parent company,,,,,,
39687,Ol Kinyei Conservancy,4912,Gamewatchers Safaris Ltd,Parent company,,,,,,
39687,Ol Kinyei Conservancy,4913,Porini Safari Camps,Parent company,,,,,,
39688,Ol Pejeta Conservancy,4912,Gamewatchers Safaris Ltd,Parent company,,,,,,
39688,Ol Pejeta Conservancy,4913,Porini Safari Camps,Parent company,,,,,,
39690,Kilimapesa Gold (Pty) Limited,4915,Goldplat PLC,Parent company,,,,,,
39613,Upstream Ayeyawady Confluence Basin Hydropower Company Ltd.,4859,China Power Investment Corporation,Parent company,,,,,,
39613,Upstream Ayeyawady Confluence Basin Hydropower Company Ltd.,4860,Ministry of Electric Power,Parent company,,,,,,
39613,Upstream Ayeyawady Confluence Basin Hydropower Company Ltd.,4861,Myanmar Asia World Company,Parent company,,,,,,
39609,"Myanmar Japan Thilawa Development, Ltd",2279,Japanese International Cooperation Agency (JICA),Parent company,,,,,,
39609,"Myanmar Japan Thilawa Development, Ltd",4856,Myanmar Thilawa SEZ Holdings Public Ltd,Parent company,,,,,,
39609,"Myanmar Japan Thilawa Development, Ltd",4857,"MMS Thilawa Development Co., Ltd",Parent company,,,,,,
39609,"Myanmar Japan Thilawa Development, Ltd",4917,Thilawa SEZ Management Committee,Parent company,,,,,,
39695,Unknown (T and C Company),4918,T and C Company,Parent company,,,,,,
39696,British American Tobacco Kenya plc,4702,British American Tobacco,Parent company,,,,,,
39698,Kakuzi Plc,4920,Camellia plc,Parent company,,,,,,
39699,Unknown (Yunnan Yuan Trade Company),4921,Yunnan Yuan Trade Company Ltd,Parent company,,,,,,
39700,"Unknown (Kakuzi PLC, Del Monte Kenya Ltd)",4922,Del Monte Kenya Ltd,Parent company,,,,,,
39700,"Unknown (Kakuzi PLC, Del Monte Kenya Ltd)",4920,Camellia plc,Parent company,,,,,,
39701,Unknown (Yunnan Jiuzhou Jinke Investment Company Ltd),4923,Yunnan Jiuzhou Jinke Investment Company Ltd,Parent company,,,,,,
39702,James Finlay (Kenya) Limited,4924,Finlay Group Ltd,Parent company,,,,,,
39703,Cirio Del Monte Kenya Limited,4926,Cirio Alimentare SpA,Parent company,,,,,,
39705,Kofinaf Company Limited,4930,Rendeavour Ltd,Parent company,,,,,,
39710,Unknown (Hongrui Lemon Development Company Ltd),4931,Hongrui Lemon Development Company Ltd,Parent company,,,,,,
39712,Unknown (Yunnan Hongyu Group),4854,"Yunnan Hongyu Group Co., Ltd.",Parent company,,,,,,
39713,Unknown (Yunnan Wei Kai Industrial Company Ltd),4932,Yunnan Wei Kai Industrial Company Ltd,Parent company,,,,,,
39714,Unknown (Yunnan Victoria Bio-technology Development Company Ltd),4933,Yunnan Victoria Bio-technology Development Company Ltd,Parent company,,,,,,
39715,Unknown (Yunnan Si Hao Economic and Trade Company Ltd),4934,Yunnan Si Hao Economic and Trade Company Ltd,Parent company,,,,,,
35756,africaJUICE Tibila Share Company,3551,africaJUICE B.V.,Parent company,,,,,,
35756,africaJUICE Tibila Share Company,2069,Government of Ethiopia,Parent company,,,,,,
39284,Ecowood Inc.,4935,Texas International Group LLC,Parent company,,,,,,
39722,Bopolu Development Corporation (BPDECO),4936,Unknown (Bopolu Development Corporation (BPDECO)),Parent company,,,,,,
39723,Universal Forestry Corporation,4937,Unknown (Universal Forestry Corporation),Parent company,,,,,,
39724,Tropical Timber Inc.,4938,Unknown (Tropical Timber Inc.),Parent company,,,,,,
39725,Frank Brook Liberia Inc,4939,Unknown (Frank Brook Liberia Inc),Parent company,,,,,,
39726,Grand Bassa Logging Company,4940,Unknown (Grand Bassa Logging Company),Parent company,,,,,,
39727,Forest Ventures,4941,Unknown (Forest Ventures),Parent company,,,,,,
39728,Tutex Wood Management Corporation (TUTEX),4942,Unknown (Tutex Wood Management Corporation (TUTEX)),Parent company,,,,,,
39730,Toyo Thai Power Myanmar Company Ltd,4944,Toyo-Thai Public Company Ltd (TTCL),Parent company,,,,,,
35501,Palmas del Espino SA.,806,Grupo Romero,Parent company,,,,,,
39733,Unknown (Astral Asia),4948,Astral Asia,Parent company,,,,,,
39733,Unknown (Astral Asia),4949,Myanmar Combiz Services Company Ltd,Parent company,,,,,,
39733,Unknown (Astral Asia),4950,Green Future Company Ltd,Parent company,,,,,,
39734,Eland Coal Mining,4951,Independent Oil & Resources PLC,Parent company,,,,,,
39738,Unknown (Haejohyub Bio Energy Myanmar),4956,Myanmar Industrial Crops Development Enterprise,Parent company,,,,,,
39738,Unknown (Haejohyub Bio Energy Myanmar),4957,Haejohyub Bio Energy Myanmar,Parent company,,,,,,
39735,Test Primary Investor 2018 CA Changed 1 Rechanged 2,2311,Unknown (#158492),Parent company,,,,,,
39735,Test Primary Investor 2018 CA Changed 1 Rechanged 2,2622,Unknown (#158852),Parent company,,,,,,
39739,National Farmers Corporation,4958,Tarlesson Farm Incorporated,Parent company,,,,,,
39743,Unknown (Yunnan Gelin Lante Biochemical Company Ltd),4960,Yunnan Gelin Lante Biochemical Company Ltd,Parent company,,,,,,
39610,Unknown (Wuhan Kaidi; Myanmar Industrial Crops Development Enterprise),2713,Wuhan Kaidi,Parent company,,,,,,
39610,Unknown (Wuhan Kaidi; Myanmar Industrial Crops Development Enterprise),4956,Myanmar Industrial Crops Development Enterprise,Parent company,,,,,,
39611,Unknown (Great Wall Company; State Development and Investment Corporation),4858,State Development and Investment  Corporation,Parent company,,,,,,
39611,Unknown (Great Wall Company; State Development and Investment Corporation),4961,Great Wall Company,Parent company,,,,,,
36445,Myanmar Agri-Tech Ltd.,1877,Yoma Strategic Holdings,Parent company,,,,,,
39744,Shwe Yaung Pya Agro Compyany Ltd,4962,Max Myanmar Holding Company Ltd,Parent company,,,,,,
39747,Dutch agrarian company LLC,4963,Bontrup Holding,Parent company,,,,,,
39748,"ASOPALCAT 1, 2 y 3",917,Oleoflores,Parent company,,,,,,
39748,"ASOPALCAT 1, 2 y 3",4964,Estam Ltda.,Parent company,,,,,,
39749,Coopsabana,4965,Indupalma Ltda.,Parent company,,,,,,
39750,Coopalmag,4965,Indupalma Ltda.,Parent company,,,,,,
39751,Metropolitan Touring CA.,4966,Grupo Futuro,Parent company,,,,,,
39752,Unknown (Taremoenyae Chanthar Company; Sunshine Kaidi New Energy Company),4967,Sunshine Kaidi New Energy Company,Parent company,,,,,,
39752,Unknown (Taremoenyae Chanthar Company; Sunshine Kaidi New Energy Company),4968,Taremoenyae Chanthar Company,Parent company,,,,,,
39754,Union Dicon Plc Delta State,4971,Union Dicon Plc,Parent company,,,,,,
39408,GF Macadamia Lda,4972,Unknown Dutch Shareholders,Parent company,,,,,,
38119,"Brazil Iowa Farms, LLC",3258,BXR Group,Parent company,,,,,,
39755,Teragro Commodities Limited,4973,Transnational Corporation of Nigeria Plc (Transcorp),Parent company,,,,,,
35449,Palmas de Desarrollo SA.,4975,NaturAceites SA.,Parent company,,,,,,
39757,Twynam Agriculture Africa,4976,Twynam Agricultural,Parent company,,,,,,
39760,"Investors (Almarai, Tabuk and Alsafi)",4979,Almarai,Parent company,,,,,,
39760,"Investors (Almarai, Tabuk and Alsafi)",4980,Alsafi,Parent company,,,,,,
39760,"Investors (Almarai, Tabuk and Alsafi)",4981,Tabuk Agriculture Company (TADCO),Parent company,,,,,,
35270,Latur SEZ,557,Maharashtra Industrial Development Corporation Ltd,Parent company,,,,,,
35270,Latur SEZ,3177,Infrastructure Leasing & Financial Services Limited (IL&FS),Parent company,,,,,,
35304,Mangalore SEZ Limited,550,Karnataka Industrial Areas Development Board (KIADB),Parent company,,,,,,
35304,Mangalore SEZ Limited,3177,Infrastructure Leasing & Financial Services Limited (IL&FS),Parent company,,,,,,
35304,Mangalore SEZ Limited,3188,Kanara Chamber of Commerce & Industry (KCCI),Parent company,,,,,,
35304,Mangalore SEZ Limited,1377,Oil and Natural Gas Corporation Ltd.,Parent company,,,,,,
38288,Unknown (Marubeni Corporation and Minstry of Agriculture),3132,Marubeni Co.,Parent company,,,,,,
38288,Unknown (Marubeni Corporation and Minstry of Agriculture),4184,"Ministry of Agriculture, Rural Development and Fisheries",Parent company,,,,,,
35208,Unknown (Unnamed investor 97),3414,Government of the United Arab Emirates,Parent company,,,,,,
39023,Unknown (Government of India and Government of Mozambique),2093,Government of Mozambique,Parent company,,,,,,
39023,Unknown (Government of India and Government of Mozambique),4895,Government of India,Parent company,,,,,,
39260,Kamoa Holding Limited,3477,Ivanhoe Mines,Parent company,,,,,,
39260,Kamoa Holding Limited,1869,Government of the Democratic Republic of the Congo,Parent company,,,,,,
39260,Kamoa Holding Limited,4466,"Zijin Mining Group Co., Ltd",Parent company,,,,,,
39762,Unknown (Al Dahra Agricultural Company al-Hawad valley),346,Al Dahra Agricultural Company,Parent company,,,,,,
39764,Unknown (Iktifaa),4984,Iktifaa,Parent company,,,,,,
39765,Amtaar investment,993,Jenaan Investment,Parent company,,,,,,
39765,Amtaar investment,1913,Government of Sudan,Parent company,,,,,,
38752,Juaboso Agro Processing Company (JAPC),3714,Unknown (3714),Parent company,,,,,,
38752,Juaboso Agro Processing Company (JAPC),3713,"Unknown (Juaboso Agro Processing Company, 3713)",Parent company,,,,,,
39113,RIBA CONGO SPRL,4986,Ribadão,Parent company,,,,,,
39503,Agbaou Mine,1816,Government of Cote D'ivoire,Parent company,,,,,,
39503,Agbaou Mine,4733,Endeavour Mining,Parent company,,,,,,
39503,Agbaou Mine,4742,SODEMI,Parent company,,,,,,
38683,Cerezas Argentinas SA,3592,Grupo Bulgheroni,Parent company,,,,,,
36426,Unknown,4083,Rio Tinto,Parent company,,,,,,
38607,Entree-Oyu Tolgoi LLC (OTLLC),3484,Erdenes Oyu tolgoi,Parent company,,,,,,
38607,Entree-Oyu Tolgoi LLC (OTLLC),4083,Rio Tinto,Parent company,,,,,,
38607,Entree-Oyu Tolgoi LLC (OTLLC),4217,Entree Gold,Parent company,,,,,,
39067,Oyu Tolgoi LLC (OTLLC),2728,Government of Mongolia,Parent company,,,,,,
39067,Oyu Tolgoi LLC (OTLLC),4083,Rio Tinto,Parent company,,,,,,
35118,Unknown (State),1410,Government of Saudi Arabia,Parent company,,,,,,
38895,Solagrow PLC,4987,Stichting The Cornerstone Foundation,Parent company,,,,,,
38895,Solagrow PLC,3855,Jan van de Haar,Parent company,,,,,,
38608,Ministry of Agriculture and International Organisations,936,ENI,Parent company,,,,,,
38608,Ministry of Agriculture and International Organisations,3650,Government of the Republic of Congo,Parent company,,,,,,
39021,Flowers For All,4163,Flowers For All,Parent company,,,,,,
39021,Flowers For All,4988,Unkown (4988),Parent company,,,,,,
39022,Farm Rivera,4164,Farm Rivera,Parent company,,,,,,
39022,Farm Rivera,4989,Unknown (4989),Parent company,,,,,,
37642,Socfin Agricultural Company Sierra Leone Ltd.,946,SOCFIN,Parent company,,,,,,
37642,Socfin Agricultural Company Sierra Leone Ltd.,4990,Unknown (4990),Parent company,,,,,,
39240,Jacaranda Agricultura Norte,4434,"Eráti government,",Parent company,,,,,,
39240,Jacaranda Agricultura Norte,4991,Unknown (4991),Parent company,,,,,,
39282,Unknown (AAAID and unknown local partner),2380,AAAID,Parent company,,,,,,
39282,Unknown (AAAID and unknown local partner),4992,Unknown (4992),Parent company,,,,,,
39767,Mafuro Farming,4996,SubSahara Capital Group LP,Parent company,,,,,,
39767,Mafuro Farming,4997,ProDairy,Parent company,,,,,,
39769,Mandalay Myotha Industrial Development Public Company,5000,Royal Hi-Tech Group Company Ltd,Parent company,,,,,,
39772,"Asopalma, Siglo XXI, Cootrapalma y Asoadepal",4965,Indupalma Ltda.,Parent company,,,,,,
39773,"Siglo XXI, Cootrapalma, Asopalma, El Topacio y Palmares",4965,Indupalma Ltda.,Parent company,,,,,,
39774,TicoFrut SA.,5004,Pelmot Investments SA.,Parent company,,,,,,
39307,"Unknown (  KINHBAC CITY DEVELOPMENT HOLDING CORPORATION,   Song Da Infrastructure Construction Joint Stock Company)",4290,KINHBAC CITY DEVELOPMENT HOLDING CORPORATION,Parent company,,,,,,
39307,"Unknown (  KINHBAC CITY DEVELOPMENT HOLDING CORPORATION,   Song Da Infrastructure Construction Joint Stock Company)",4514,Song Da Infrastructure Construction Joint Stock Company,Parent company,,,,,,
39305,"Unknown (Khai Son JSC,   Trung Quy Investment JSC)",4512,Khai Son JSC,Parent company,,,,,,
39305,"Unknown (Khai Son JSC,   Trung Quy Investment JSC)",4513,Trung Quy Investment JSC,Parent company,,,,,,
38495,Societé d’Exploitation du Parc Agro-Industriel de Bukanga Lonzo (SEPAGRI SA),3419,Government,Parent company,,,,,,
38495,Societé d’Exploitation du Parc Agro-Industriel de Bukanga Lonzo (SEPAGRI SA),4426,AFRICOM COMMODITIES (Pty) Ltd,Parent company,,,,,,
39776,Unknown (Cargill Cameroon),146,Cargill,Parent company,,,,,,
39777,Telcar Cocoa Ltd,146,Cargill,Parent company,,,,,,
39777,Telcar Cocoa Ltd,5006,Kate Kanyi Fotso Tometi,Parent company,,,,,,
35861,La Grande Jamahiriya Arabe Libyenne Populaire et Socialiste,956,Libyan African Investment Portfolio,Parent company,,,,,,
