Number,Item Group Code,Item Group,Category,Source,Crop category,Uses,Comment,Item Code,Item,Categorized?,Review,Factor,HS Code,HS07 Code,HS12 Code,CPC Code,Origin of data
156,1882,"Agricult.Products,Total",Fats,"Fat, poultry, rendered",Non crops,,,1066,"Fat, poultry, rendered",No,,1,,150100,150190,21522,"From ""item group"" in trade definitions"
157,1882,"Agricult.Products,Total",Animal oil,"Fat, sheep",Non crops,,,979,"Fat, sheep",No,,1,,150200,150290,21514,"From ""item group"" in trade definitions"
158,1882,"Agricult.Products,Total",Fats,Fatty acids,Non crops,,,1276,Fatty acids,No,,1,,"382311, 382312, 382313, 382319","382311, 382312, 382313, 382319",34120,"From ""item group"" in trade definitions"
159,1882,"Agricult.Products,Total",Fats,Fatty substance residues,Non crops,,,1277,Fatty substance residues,No,,1,,152200,152200,21932.02,"From ""item group"" in trade definitions"
160,1882,"Agricult.Products,Total",Fodder,Feed additives,Other crops,,,854,Feed additives,No,,1,,230990,230990,23319.1,"From ""item group"" in trade definitions"
161,1882,"Agricult.Products,Total",Fodder,"Feed and meal, gluten",Other crops,,,846,"Feed and meal, gluten",No,,1,,230310,230310,39130.04,"From ""item group"" in trade definitions"
162,1882,"Agricult.Products,Total",Fodder,Feed minerals,Other crops,,,855,Feed minerals,No,,1,,230990,230990,23319.11,"From ""item group"" in trade definitions"
163,1882,"Agricult.Products,Total",Fodder,Feed supplements,Other crops,,,850,Feed supplements,No,,1,,230990,230990,23319.06,"From ""item group"" in trade definitions"
164,1882,"Agricult.Products,Total",Fodder,"Feed, compound, cattle",Other crops,,,840,"Feed, compound, cattle",No,,1,,230990,230990,23319.01,"From ""item group"" in trade definitions"
165,1882,"Agricult.Products,Total",Fodder,"Feed, compound, nes",Other crops,,,845,"Feed, compound, nes",No,,1,,230990,230990,23319.04,"From ""item group"" in trade definitions"
166,1882,"Agricult.Products,Total",Fodder,"Feed, compound, pigs",Other crops,,,842,"Feed, compound, pigs",No,,1,,230990,230990,23319.03,"From ""item group"" in trade definitions"
167,1882,"Agricult.Products,Total",Fodder,"Feed, compound, poultry",Other crops,,,841,"Feed, compound, poultry",No,,1,,230990,230990,23319.02,"From ""item group"" in trade definitions"
168,1882,"Agricult.Products,Total",Fodder,"Feed, food waste preparations",Other crops,,,1259,"Feed, food waste preparations",No,,1,,"230700, 230990","230700, 230990",39170.02,"From ""item group"" in trade definitions"
169,1882,"Agricult.Products,Total",Fodder,"Feed, other concentrates nes",Other crops,,,852,"Feed, other concentrates nes",No,,1,,230990,230990,23319.08,"From ""item group"" in trade definitions"
170,1882,"Agricult.Products,Total",Fodder,"Feed, pulp of fruit",Other crops,,,628,"Feed, pulp of fruit",No,,1,,230800,230800,39120.15,"From ""item group"" in trade definitions"
171,1882,"Agricult.Products,Total",Fodder,"Feed, vegetable products nes",Other crops,,,652,"Feed, vegetable products nes",No,,1,,230800,230800,39120.91,"From ""item group"" in trade definitions"
172,1882,"Agricult.Products,Total",Non-food,Fibre crops nes,Other crops,,,821,Fibre crops nes,No,,1,,530500,530500,1929.9,"From ""item group"" in trade definitions"
173,1882,"Agricult.Products,Total",Fruits,Figs,Other crops,,,569,Figs,No,,1,,80420,80420,1315,"From ""item group"" in trade definitions"
174,1882,"Agricult.Products,Total",Fruits,Figs dried,Other crops,,,570,Figs dried,No,,1,,80420,80420,21419.02,"From ""item group"" in trade definitions"
175,1882,"Agricult.Products,Total",Non-food,Flax fibre and tow,Other crops,,,773,Flax fibre and tow,No,,1,,"530121, 530129","530121, 530129",26190.01,"From ""item group"" in trade definitions"
176,1882,"Agricult.Products,Total",Non-food,Flax fibre raw,Other crops,,,771,Flax fibre raw,No,,1,,530110,530110,1929.01,"From ""item group"" in trade definitions"
177,1882,"Agricult.Products,Total",Non-food,Flax tow waste,Other crops,,,774,Flax tow waste,No,,1,,530130,530130,26190.02,"From ""item group"" in trade definitions"
178,1882,"Agricult.Products,Total",Cereals,Barley,Commodity crops,,,48,"Flour, barley and grits",Yes,,1,,"110290, 110319, 110320","110290, 110319, 110320",23120.02,"From ""item group"" in trade definitions"
179,1882,"Agricult.Products,Total",Cereals,Buckwheat,Other crops,,,90,"Flour, buckwheat",Yes,,1,,"110290, 110319, 110320","110290, 110319, 110320",23120.07,"From ""item group"" in trade definitions"
180,1882,"Agricult.Products,Total",Roots and tubers,Cassava,Flex crops,,,126,"Flour, cassava",Yes,,1,,110620,110620,23170.01,"From ""item group"" in trade definitions"
181,1882,"Agricult.Products,Total",Cereals,"Flour, cereals",Other crops,,,111,"Flour, cereals",No,,1,,"110290, 110319, 110320","110290, 110319, 110320",23120.9,"From ""item group"" in trade definitions"
182,1882,"Agricult.Products,Total",Cereals,"Flour, fonio",Other crops,,,95,"Flour, fonio",No,,1,,"110290, 110319, 110320","110290, 110319, 110320",23120.08,"From ""item group"" in trade definitions"
183,1882,"Agricult.Products,Total",Fruits,"Flour, fruit",Other crops,,,624,"Flour, fruit",No,,1,,110630,110630,23170.04,"From ""item group"" in trade definitions"
184,1882,"Agricult.Products,Total",Cereals,Maize,Flex crops,,,58,"Flour, maize",Yes,,1,,"110220, 110313, 110320","110220, 110313, 110320",23120.03,"From ""item group"" in trade definitions"
185,1882,"Agricult.Products,Total",Cereals,Millet,Other crops,,,80,"Flour, millet",Yes,,1,,"110290, 110319, 110320","110290, 110319, 110320",23120.05,"From ""item group"" in trade definitions"
186,1882,"Agricult.Products,Total",Cereals,"Flour, mixed grain",Other crops,,,104,"Flour, mixed grain",No,,1,,"110290, 110319, 110320","110290, 110319, 110320",23120.1,"From ""item group"" in trade definitions"
187,1882,"Agricult.Products,Total",Miscellaneous,"Flour, mustard",Other crops,,,295,"Flour, mustard",No,?,1,,210330,210330,23995.03,"From ""item group"" in trade definitions"
188,1882,"Agricult.Products,Total",Oilseeds,"Flour, oilseeds",Other crops,,,343,"Flour, oilseeds",No,,1,,"120810, 120890","120810, 120890",21920,"From ""item group"" in trade definitions"
189,1882,"Agricult.Products,Total",Roots and tubers,"Flour, potatoes",Other crops,,,117,"Flour, potatoes",No,,1,,"110510, 110520","110510, 110520",21392,"From ""item group"" in trade definitions"
190,1882,"Agricult.Products,Total",Pulses,"Flour, pulses",Other crops,,,212,"Flour, pulses",No,,1,,110610,110610,23170.03,"From ""item group"" in trade definitions"
191,1882,"Agricult.Products,Total",Rice,Rice,Commodity crops,,,38,"Flour, rice",Yes,,1,,"110290, 110319, 110320","110290, 110319, 110320",23120.01,"From ""item group"" in trade definitions"
192,1882,"Agricult.Products,Total",Roots and tubers,"Flour, roots and tubers nes",Other crops,,,150,"Flour, roots and tubers nes",No,,1,,110620,110620,23170.02,"From ""item group"" in trade definitions"
193,1882,"Agricult.Products,Total",Cereals,Rye,Other crops,,,72,"Flour, rye",Yes,,1,,"110210, 110319, 110320","110290, 110319, 110320",23120.04,"From ""item group"" in trade definitions"
194,1882,"Agricult.Products,Total",Cereals,Sorghum,Commodity crops,,,84,"Flour, sorghum",Yes,,1,,"110290, 110319, 110320","110290, 110319, 110320",23120.06,"From ""item group"" in trade definitions"
195,1882,"Agricult.Products,Total",Cereals,Wheat,Commodity crops,,,16,"Flour, wheat",Yes,,1,,"110100, 110311, 110320","110100, 110311, 110320",23110,"From ""item group"" in trade definitions"
196,1882,"Agricult.Products,Total",Cereals,Fonio,Other crops,,,94,Fonio,No,,1,,100890,100840,1193,"From ""item group"" in trade definitions"
197,1882,"Agricult.Products,Total",Miscellaneous,Food prep nes,Other crops,,,1232,Food prep nes,No,?,1,,"041000, 190220, 190230, 190240, 210210, 210220, 210230, 210320, 210390, 210410, 210420, 210610, 210690, 220900","041000, 190220, 190230, 190240, 210210, 210220, 210230, 210320, 210390, 210410, 210420, 210610, 210690, 220900",F1232,"From ""item group"" in trade definitions"
198,1882,"Agricult.Products,Total",Cereals,"Food preparations, flour, malt extract",Other crops,,,115,"Food preparations, flour, malt extract",No,,1,,190190,190190,23999.02,"From ""item group"" in trade definitions"
199,1882,"Agricult.Products,Total",Fodder,Food wastes,Other crops,,,653,Food wastes,No,,1,,"230700, 230990","230700, 230990",39170.01,"From ""item group"" in trade definitions"
200,1882,"Agricult.Products,Total",Fodder,Alfalfa,Other crops,,,641,"Forage and silage, alfalfa",Yes,,1,,121490,121490,1912,"From ""item group"" in trade definitions"
201,1882,"Agricult.Products,Total",Fodder,"Forage and silage, clover",Other crops,,,640,"Forage and silage, clover",No,,1,,121490,121490,1919.03,"From ""item group"" in trade definitions"
202,1882,"Agricult.Products,Total",Fodder,"Forage and silage, grasses nes",Other crops,,,639,"Forage and silage, grasses nes",No,,1,,121490,121490,1919.91,"From ""item group"" in trade definitions"
203,1882,"Agricult.Products,Total",Fodder,"Forage and silage, legumes",Other crops,,,643,"Forage and silage, legumes",No,,1,,121490,121490,1919.92,"From ""item group"" in trade definitions"
204,1882,"Agricult.Products,Total",Fodder,Maize,Flex crops,,,636,"Forage and silage, maize",Yes,,1,,121490,121490,1911,"From ""item group"" in trade definitions"
205,1882,"Agricult.Products,Total",Fodder,Forage products,Other crops,,,651,Forage products,No,,1,,121490,121490,1919.96,"From ""item group"" in trade definitions"
206,1882,"Agricult.Products,Total",Sugars,"Fructose and syrup, other",Other crops,,,166,"Fructose and syrup, other",No,,1,,170260,170260,23210.03,"From ""item group"" in trade definitions"
207,1882,"Agricult.Products,Total",Fruits,"Fruit, citrus nes",Other crops,,,512,"Fruit, citrus nes",No,,1,,80590,80590,1329,"From ""item group"" in trade definitions"
208,1882,"Agricult.Products,Total",Fruits,"Fruit, cooked, homogenized preparations",Other crops,,,626,"Fruit, cooked, homogenized preparations",No,,1,,200710,200710,23991.03,"From ""item group"" in trade definitions"
209,1882,"Agricult.Products,Total",Fruits,"Fruit, dried nes",Other crops,,,620,"Fruit, dried nes",No,,1,,"081330, 081340, 081350","081330, 081340, 081350",21419.99,"From ""item group"" in trade definitions"
210,1882,"Agricult.Products,Total",Fruits,"Fruit, fresh nes",Other crops,,,619,"Fruit, fresh nes",No,,1,,81090,81090,1359.9,"From ""item group"" in trade definitions"
211,1882,"Agricult.Products,Total",Fruits,"Fruit, prepared nes",Other crops,,,623,"Fruit, prepared nes",No,,1,,"081110, 081120, 081190, 081210, 081290, 081400, 200190, 200791, 200799, 200830, 200840, 200850, 200860, 200870, 200880, 200891, 200892, 200899","081110, 081120, 081190, 081210, 081290, 081400, 200190, 200791, 200799, 200830, 200840, 200850, 200860, 200870, 200880, 200891, 200893, 200897, 200899",F0623,"From ""item group"" in trade definitions"
212,1882,"Agricult.Products,Total",Fruits,"Fruit, stone nes",Other crops,,,541,"Fruit, stone nes",No,,1,,81090,81090,1349.2,"From ""item group"" in trade definitions"
213,1882,"Agricult.Products,Total",Fruits,"Fruit, tropical dried nes",Other crops,,,604,"Fruit, tropical dried nes",No,,1,,"080300, 080430, 080440, 080450, 081340, 081350","080300, 080430, 080440, 080450, 081340, 081350",21419.91,"From ""item group"" in trade definitions"
214,1882,"Agricult.Products,Total",Fruits,"Fruit, tropical fresh nes",Other crops,,,603,"Fruit, tropical fresh nes",No,,1,,"080450, 081060, 081090","080450, 081060, 081090",1319,"From ""item group"" in trade definitions"
215,1882,"Agricult.Products,Total",Fruits,"Fruits, nuts, peel, sugar preserved",Other crops,,,625,"Fruits, nuts, peel, sugar preserved",No,,1,,200600,200600,23670.02,"From ""item group"" in trade definitions"
216,1882,"Agricult.Products,Total",Vegetables,Garlic,Other crops,,,406,Garlic,No,,1,,70320,70320,1252,"From ""item group"" in trade definitions"
217,1882,"Agricult.Products,Total",Animals,Geese and guinea fowls,Non crops,,,1072,Geese and guinea fowls,No,,1,,"010519, 010599","010514, 010599",2153,"From ""item group"" in trade definitions"
218,1882,"Agricult.Products,Total",Cereals,Maize,Flex crops,,,57,"Germ, maize",Yes,,1,,110430,110430,23140.06,"From ""item group"" in trade definitions"
219,1882,"Agricult.Products,Total",Cereals,Wheat,Commodity crops,,,19,"Germ, wheat",Yes,,1,,110430,110430,23140.01,"From ""item group"" in trade definitions"
220,1882,"Agricult.Products,Total",Dairy products+eggs,"Ghee, butteroil of cow milk",Non crops,,,887,"Ghee, butteroil of cow milk",No,,1,,40590,40590,22241.02,"From ""item group"" in trade definitions"
221,1882,"Agricult.Products,Total",Dairy products+eggs,"Ghee, of buffalo milk",Non crops,,,953,"Ghee, of buffalo milk",No,,1,,40590,40590,22242.02,"From ""item group"" in trade definitions"
222,1882,"Agricult.Products,Total",Coffee+cocoa+tea+spices,Ginger,Other crops,,,720,Ginger,No,,1,,91010,"091011, 091012",1657,"From ""item group"" in trade definitions"
223,1882,"Agricult.Products,Total",Sugars,Glucose and dextrose,Other crops,,,172,Glucose and dextrose,No,,1,,"170230, 170240","170230, 170240",23210.05,"From ""item group"" in trade definitions"
224,1882,"Agricult.Products,Total",Animals,Goats,Non crops,,,1016,Goats,No,,1,,10420,10420,2123,"From ""item group"" in trade definitions"
225,1882,"Agricult.Products,Total",Fruits,Gooseberries,Other crops,,,549,Gooseberries,Yes,,1,,81090,81030,1351.02,"From ""item group"" in trade definitions"
226,1882,"Agricult.Products,Total",Cereals,"Grain, mixed",Other crops,,,103,"Grain, mixed",No,,1,,100890,100890,1199.02,"From ""item group"" in trade definitions"
227,1882,"Agricult.Products,Total",Fruits,Grapefruit,Other crops,,,507,Grapefruit (inc. pomelos),Yes,,1,,80540,80540,1321,"From ""item group"" in trade definitions"
228,1882,"Agricult.Products,Total",Fruits,Grape,Other crops,,,560,Grapes,Yes,,1,,80610,80610,1330,"From ""item group"" in trade definitions"
229,1882,"Agricult.Products,Total",Fodder,Grape,Other crops,,,566,"Grapes, marc",Yes,,1,,230800,230800,39120.18,"From ""item group"" in trade definitions"
230,1882,"Agricult.Products,Total",Beverages,Grape,Other crops,,,563,"Grapes, must",Yes,,1,,"220421, 220429, 220430","220421, 220429, 220430",24212.01,"From ""item group"" in trade definitions"
231,1882,"Agricult.Products,Total",Animal oil,Grease incl. lanolin wool,Non crops,,,994,Grease incl. lanolin wool,No,,1,,150500,150500,F0994,"From ""item group"" in trade definitions"
232,1882,"Agricult.Products,Total",Pulses,Groundnut,Commodity crops,,,246,"Groundnuts, prepared",Yes,,1,,200811,200811,21495.01,"From ""item group"" in trade definitions"
233,1882,"Agricult.Products,Total",Oilseeds,Groundnut,Commodity crops,,,243,"Groundnuts, shelled",Yes,,1,,120220,120242,21421,"From ""item group"" in trade definitions"
234,1882,"Agricult.Products,Total",Oilseeds,Groundnut,Commodity crops,,,242,"Groundnuts, with shell",Yes,,1,,"120210, 120220","120230, 120241",142,"From ""item group"" in trade definitions"
235,1882,"Agricult.Products,Total",Non-food,"Gums, natural",Other crops,,,839,"Gums, natural",No,,1,,400130,400130,3211,"From ""item group"" in trade definitions"
236,1882,"Agricult.Products,Total",Non-food,"Hair, carded/combed",Non crops,,,1008,"Hair, carded/combed",No,,1,,"510510, 510521, 510529, 510531, 510539, 510540","510510, 510521, 510529, 510531, 510539, 510540",26150.01,"From ""item group"" in trade definitions"
237,1882,"Agricult.Products,Total",Non-food,"Hair, coarse nes",Non crops,,,1219,"Hair, coarse nes",No,,1,,510220,510220,2942.9,"From ""item group"" in trade definitions"
238,1882,"Agricult.Products,Total",Non-food,"Hair, fine",Non crops,,,1218,"Hair, fine",No,,1,,510219,510219,2943.02,"From ""item group"" in trade definitions"
239,1882,"Agricult.Products,Total",Non-food,"Hair, goat, coarse",Non crops,,,1031,"Hair, goat, coarse",No,,1,,510220,510220,2942.02,"From ""item group"" in trade definitions"
240,1882,"Agricult.Products,Total",Non-food,"Hair, goat, fine",Non crops,,,1030,"Hair, goat, fine",No,,1,,"510211, 510219","510211, 510219",2943.01,"From ""item group"" in trade definitions"
241,1882,"Agricult.Products,Total",Non-food,"Hair, horse",Non crops,,,1100,"Hair, horse",No,,1,,510220,510220,39110.01,"From ""item group"" in trade definitions"
242,1882,"Agricult.Products,Total",Fodder,"Hay (clover, lucerne,etc)",Other crops,,,858,"Hay (clover, lucerne,etc)",No,,1,,121490,121490,1919.1,"From ""item group"" in trade definitions"
243,1882,"Agricult.Products,Total",Fodder,Hay (unspecified),Other crops,,,859,Hay (unspecified),No,,1,,121490,121490,1919.11,"From ""item group"" in trade definitions"
244,1882,"Agricult.Products,Total",Fodder,"Hay, non-leguminous",Other crops,,,857,"Hay, non-leguminous",No,,1,,121490,121490,1919.09,"From ""item group"" in trade definitions"
245,1882,"Agricult.Products,Total",Nuts,"Hazelnuts, shelled",Other crops,,,233,"Hazelnuts, shelled",No,,1,,80222,80222,21423,"From ""item group"" in trade definitions"
246,1882,"Agricult.Products,Total",Nuts,"Hazelnuts, with shell",Other crops,,,225,"Hazelnuts, with shell",No,,1,,80221,80221,1374,"From ""item group"" in trade definitions"
247,1882,"Agricult.Products,Total",Non-food,Hemp tow waste,Other crops,,,777,Hemp tow waste,No,,1,,"530210, 530290","530210, 530290",1929.02,"From ""item group"" in trade definitions"
